codeplot;x;y;lb_nom;idarbre;distance;diam;comment;microhabitats;alt;zlist_nbe_type_par_placette
PEC_962;950418.933085;6509868.099940;Fagus sylvatica;27;1.50;33.80;;;962;0
PEC_962;950418.933085;6509868.099940;Fagus sylvatica;28;1.50;9.40;;;962;0
PEC_962;950418.933085;6509868.099940;Fagus sylvatica;29;5.00;10.50;;;962;0
PEC_962;950418.933085;6509868.099940;Fagus sylvatica;30;5.00;34.80;coord x,y LiDAR;pEP11;962;0
PEC_962;950418.933085;6509868.099940;Fagus sylvatica;31;5.00;13.90;coord x, y LiDAR;pEP11;962;0
PEC_962;950418.933085;6509868.099940;Fagus sylvatica;35;15.00;35.70;coord x, y LiDAR;ptEP11-pGR22;962;0
PEC_962;950418.933085;6509868.099940;Fraxinus excelsior;39;15.00;31.70;coord x, y LiDAR;pEP11-CV44;962;0
PEC_962;950418.933085;6509868.099940;Fagus sylvatica;45;15.00;41.70;coord x, y LiDAR;pEP11;962;0
PEC_962;950418.933085;6509868.099940;Fagus sylvatica;50;15.00;98.00;coord x, y LiDAR;pEP11;962;0
PEC_962;950418.933085;6509868.099940;Fraxinus excelsior;51;15.00;36.90;coord x, y LiDAR;pEP11-CV44;962;0
PEC_962;950418.933085;6509868.099940;Fagus sylvatica;53;5.00;25.90;coord x, y LiDAR;pEP11;962;0
PEC_962;950418.933085;6509868.099940;Fagus sylvatica;54;5.00;37.10;coord x,y LiDAR;pEP11-CV44;962;0
PEC_962;950418.933085;6509868.099940;Fagus sylvatica;55;5.00;13.30;coord x,y LiDAR;pEP11-CV22;962;0
PEC_962;950418.933085;6509868.099940;Fagus sylvatica;56;5.00;12.20;coord x,y LiDAR;pEP11-CV44-CV44;962;0
PEC_962;950418.933085;6509868.099940;Fagus sylvatica;57;5.00;19.10;coord x,y LiDAR;CV44-CV44-CV44-pEP11-tIN14-tIN11;962;0
PEC_962;950418.933085;6509868.099940;Fagus sylvatica;58;5.00;36.70;coord x,y LiDAR;tpEP11-CV44;962;0
PEC_962;950418.933085;6509868.099940;Fraxinus angustifolia;59;5.00;26.20;coord x,y LiDAR;pEP11-CV44;962;0
PEC_962;950418.933085;6509868.099940;Fagus sylvatica;60;5.00;10.10;coord x,y LiDAR;pEP11-CV21;962;0
PEC_962;950418.933085;6509868.099940;Fagus sylvatica;61;5.00;15.60;coord x,y LiDAR;pEP11;962;0
PEC_962;950418.933085;6509868.099940;Fagus sylvatica;62;5.00;23.20;coord x,y LiDAR;pEP11;962;0
PEC_962;950418.933085;6509868.099940;Fagus sylvatica;63;5.00;19.70;coord x,y LiDAR;pEP11-hIN23-DE11;962;0
PEC_962;950418.933085;6509868.099940;Fagus sylvatica;64;1.50;57.70;coord x,y LiDAR;pEP11-pEP12-CV21;962;0
PEC_962;950418.933085;6509868.099940;Fagus sylvatica;65;5.00;26.50;coord x,y LiDAR;ptEP11;962;0
PEC_962;950418.933085;6509868.099940;Fagus sylvatica;66;5.00;14.50;coord x, y LiDAR;NA;962;0
PEC_962;950418.933085;6509868.099940;Fagus sylvatica;69;15.00;31.70;coord x, y LiDAR, pench̩;pEP11;962;0
PEC_962;950418.933085;6509868.099940;Fagus sylvatica;70;15.00;45.70;coord x, y LiDAR;(CV21)-pEP11-CV44;962;0
PEC_962;950418.933085;6509868.099940;Fagus sylvatica;71;15.00;51.00;coord x, y LiDAR;pEP11;962;0
PEC_962;950418.933085;6509868.099940;Fagus sylvatica;84;15.00;31.50;coord x, y LiDAR;pEP11-CV44-CV44-CV44-tEP11;962;0
RAC_0330;914273.155465;6459222.371030;Cotinus coggygria;1;1.50;4.90;coord x, y LiDAR;pEP11;330;0
RAC_0330;914273.155465;6459222.371030;Fraxinus ornus;2;5.00;17.30;coord x, y LiDAR;CV44;330;0
RAC_0330;914273.155465;6459222.371030;Fraxinus ornus;3;1.50;6.30;coord x, y LiDAR;pEP11-CV24;330;0
RAC_0330;914273.155465;6459222.371030;Acer opalus subsp. opalus;4;5.00;31.80;coord x, y LiDAR;pEP11-CV21;330;0
RAC_0330;914273.155465;6459222.371030;Rhamnus alaternus;5;1.50;1.00;coord x, y LiDAR;pEP11-tIN23-CV44-CV44-CV44;330;0
RAC_0330;914273.155465;6459222.371030;Robinia pseudoacacia;6;1.50;0.66;coord x, y LiDAR;pEP11-CV44;330;0
RAC_0330;914273.155465;6459222.371030;Cotinus coggygria;7;1.50;0.49;;;330;0
RAC_0330;914273.155465;6459222.371030;Fraxinus ornus;8;1.50;1.04;;NA;330;0
RAC_0525;913876.840407;6459505.384020;Acer monspessulanum;1;1.50;0.67;;;525;0
RAC_0525;913876.840407;6459505.384020;Acer monspessulanum;2;5.00;20.00;;ptEP11;525;0
RAC_0525;913876.840407;6459505.384020;Acer monspessulanum;3;5.00;12.20;;;525;0
RAC_0525;913876.840407;6459505.384020;Buxus sempervirens;4;1.50;0.69;;;525;0
RAC_0525;913876.840407;6459505.384020;Acer monspessulanum;5;5.00;18.50;;;525;0
RAC_0525;913876.840407;6459505.384020;Acer monspessulanum;6;5.00;8.50;;;525;0
RAC_0525;913876.840407;6459505.384020;Acer monspessulanum;7;5.00;14.70;;;525;0
RAC_0525;913876.840407;6459505.384020;Pinus nigra subsp. nigra;8;5.00;9.00;c̩p̩e avec n�3;ptEP11;525;0
RAC_0525;913876.840407;6459505.384020;Quercus pubescens;9;15.00;40.00;c̩p̩e avec n�2;pEP11-tEP12;525;0
RAC_0525;913876.840407;6459505.384020;Quercus pubescens;10;15.00;34.00;;;525;0
RAC_0730;914082.738405;6460299.263090;Amelanchier ovalis;1;1.50;0.60;;ptEP11-tEP12;730;0
RAC_0730;914082.738405;6460299.263090;Quercus pubescens;2;1.50;26.50;c̩p̩e avec n�2 et 3;tEP12-tEP11;730;0
RAC_0730;914082.738405;6460299.263090;Quercus pubescens;3;1.50;6.00;;tEP12-tEP11;730;0
RAC_0730;914082.738405;6460299.263090;Quercus pubescens;4;1.50;6.90;;NA;730;0
RAC_0730;914082.738405;6460299.263090;Quercus pubescens;5;1.50;12.70;;ptEP11-CV43;730;0
RAC_0730;914082.738405;6460299.263090;Cotinus coggygria;6;1.50;2.04;;ptEP11;730;0
RAC_0730;914082.738405;6460299.263090;Amelanchier ovalis;7;1.50;0.78;;;730;0
RAC_0730;914082.738405;6460299.263090;Rhamnus cathartica;8;1.50;4.00;;pEP11-tEP11-hEP11-DE11;730;0
RAC_0730;914082.738405;6460299.263090;Cotinus coggygria;9;1.50;3.60;;;730;0
RAC_0730;914082.738405;6460299.263090;Rhamnus cathartica;10;1.50;0.77;;;730;0
RAC_0730;914082.738405;6460299.263090;Amelanchier ovalis;11;1.50;1.56;;ptEP11-ptEP12;730;0
RAC_0730;914082.738405;6460299.263090;Amelanchier ovalis;12;1.50;0.94;;;730;0
RAC_0730;914082.738405;6460299.263090;Crataegus monogyna;13;1.50;1.03;;;730;0
RAC_0730;914082.738405;6460299.263090;Cornus sanguinea subsp. sanguinea;14;1.50;2.40;;;730;0
RAC_0730;914082.738405;6460299.263090;Cornus sanguinea subsp. sanguinea;15;1.50;1.40;;;730;0
RAC_0730;914082.738405;6460299.263090;Amelanchier ovalis;16;1.50;1.06;;;730;0
RAC_0730;914082.738405;6460299.263090;Amelanchier ovalis;17;1.50;2.70;;;730;0
RAC_0730;914082.738405;6460299.263090;Amelanchier ovalis;18;1.50;2.20;;;730;0
RAC_0730;914082.738405;6460299.263090;Amelanchier ovalis;19;1.50;1.04;;;730;0
RAC_0730;914082.738405;6460299.263090;Amelanchier ovalis;20;1.50;1.70;;;730;0
RAC_0730;914082.738405;6460299.263090;Amelanchier ovalis;21;1.50;0.87;;;730;0
RAC_0730;914082.738405;6460299.263090;Quercus pubescens;22;1.50;12.00;;;730;0
RAC_0730;914082.738405;6460299.263090;Amelanchier ovalis;23;1.50;1.17;;;730;0
RAC_0730;914082.738405;6460299.263090;Quercus pubescens;24;1.50;10.60;;;730;0
RAC_0730;914082.738405;6460299.263090;Amelanchier ovalis;25;1.50;0.42;;;730;0
RAC_0730;914082.738405;6460299.263090;Quercus pubescens;26;1.50;11.10;;;730;0
RAC_0730;914082.738405;6460299.263090;Quercus pubescens;27;1.50;8.90;;;730;0
RAC_0730;914082.738405;6460299.263090;Cotinus coggygria;28;1.50;0.35;;pEP11-tEP12;730;0
RAC_0730;914082.738405;6460299.263090;Quercus pubescens;29;1.50;16.80;;;730;0
RAC_0730;914082.738405;6460299.263090;Quercus pubescens;30;1.50;9.10;;pEP11-tEP11;730;0
RAC_0730;914082.738405;6460299.263090;Quercus pubescens;31;1.50;7.50;;;730;0
RAC_0730;914082.738405;6460299.263090;Quercus pubescens;32;1.50;7.50;;ptEP11;730;0
RAC_0730;914082.738405;6460299.263090;Amelanchier ovalis;33;1.50;0.24;;ptEP11;730;0
RAC_0730;914082.738405;6460299.263090;Ilex aquifolium;34;1.50;3.30;;;730;0
RAC_0730;914082.738405;6460299.263090;Cotinus coggygria;35;1.50;2.40;;ptEP11-CV11;730;0
RAC_0730;914082.738405;6460299.263090;Quercus pubescens;36;1.50;7.90;;pEP11;730;0
RAC_0730;914082.738405;6460299.263090;Ilex aquifolium;37;1.50;4.40;;pEP11;730;0
RAC_0730;914082.738405;6460299.263090;Quercus pubescens;38;1.50;20.50;;pEP11;730;0
RAC_0730;914082.738405;6460299.263090;Quercus pubescens;39;1.50;10.00;;;730;0
RAC_0730;914082.738405;6460299.263090;Quercus pubescens;40;1.50;7.70;;;730;0
RAC_0730;914082.738405;6460299.263090;Quercus pubescens;41;1.50;15.30;;;730;0
RAC_0730;914082.738405;6460299.263090;Quercus pubescens;42;1.50;8.80;;pEP11;730;0
RAC_0730;914082.738405;6460299.263090;Quercus pubescens;43;1.50;9.00;;;730;0
RAC_0730;914082.738405;6460299.263090;Cotinus coggygria;44;1.50;1.20;;pthEP11;730;0
RAC_0730;914082.738405;6460299.263090;Quercus pubescens;45;1.50;7.90;;ptEP11;730;0
RAC_0730;914082.738405;6460299.263090;Acer opalus subsp. opalus;46;1.50;1.07;;pEP11;730;0
RAC_0730;914082.738405;6460299.263090;Quercus pubescens;47;1.50;5.40;;ptEP11;730;0
RAC_0730;914082.738405;6460299.263090;Quercus pubescens;48;1.50;11.30;;ptEP11;730;0
RAC_0730;914082.738405;6460299.263090;Quercus pubescens;49;5.00;11.70;;ptEP11;730;0
RAC_0730;914082.738405;6460299.263090;Quercus pubescens;50;5.00;33.30;;;730;0
RAC_0730;914082.738405;6460299.263090;Quercus pubescens;51;5.00;9.60;;ptEP11;730;0
RAC_0730;914082.738405;6460299.263090;Quercus pubescens;52;5.00;14.30;;;730;0
RAC_0730;914082.738405;6460299.263090;Quercus pubescens;53;5.00;11.00;c̨me cass̩e;;730;0
RAC_0730;914082.738405;6460299.263090;Quercus pubescens;54;5.00;17.50;;ptEP11;730;0
RAC_0730;914082.738405;6460299.263090;Quercus pubescens;55;5.00;14.60;;ptEP11;730;0
RAC_0730;914082.738405;6460299.263090;Quercus pubescens;56;5.00;10.00;;ptEP11;730;0
RAC_0730;914082.738405;6460299.263090;Quercus pubescens;57;5.00;16.00;;pEP12-tEP11;730;0
RAC_0730;914082.738405;6460299.263090;Quercus pubescens;58;5.00;39.30;;ptEP11;730;0
RAC_0730;914082.738405;6460299.263090;Quercus pubescens;59;5.00;21.20;;tEP13-ptEP11;730;0
RAC_0730;914082.738405;6460299.263090;Quercus pubescens;60;5.00;8.20;;ptEP11;730;0
RAC_0730;914082.738405;6460299.263090;Quercus pubescens;61;5.00;26.70;;ptEP11;730;0
RAC_0730;914082.738405;6460299.263090;Sorbus aria;62;5.00;12.30;;ptEP11;730;0
RAC_0730;914082.738405;6460299.263090;Sorbus aria;63;5.00;10.00;;ptEP11;730;0
RAC_0730;914082.738405;6460299.263090;Quercus pubescens;64;5.00;10.50;;ptEP11-tFU22-hIN12-DE11-DE11-DE11;730;0
RAC_0730;914082.738405;6460299.263090;Quercus pubescens;65;5.00;29.40;;ptEP11;730;0
RAC_0730;914082.738405;6460299.263090;Quercus pubescens;66;5.00;17.10;;;730;0
RAC_0730;914082.738405;6460299.263090;Quercus pubescens;67;5.00;15.80;;pthEP11-tFU22;730;0
RAC_0730;914082.738405;6460299.263090;Quercus pubescens;68;5.00;10.20;;pEP11;730;0
RAC_0730;914082.738405;6460299.263090;Quercus pubescens;69;5.00;18.20;;NA;730;0
RAC_0730;914082.738405;6460299.263090;Quercus pubescens;70;5.00;10.50;;ptEP11;730;0
RAC_0730;914082.738405;6460299.263090;Quercus pubescens;71;5.00;12.90;;pthEP11-tEP13-DE11;730;0
RAC_0730;914082.738405;6460299.263090;Quercus pubescens;72;5.00;12.80;;;730;0
RAC_0730;914082.738405;6460299.263090;Quercus pubescens;73;15.00;33.50;;ptEP11;730;0
RAC_0950;914467.549135;6461141.569140;Alnus glutinosa;1;1.50;0.19;;ptEP11;950;0
RAC_0950;914467.549135;6461141.569140;Fraxinus excelsior;2;1.50;1.18;;ptEP11;950;0
RAC_0950;914467.549135;6461141.569140;Laburnum anagyroides;3;1.50;3.41;;ptEP11;950;0
RAC_0950;914467.549135;6461141.569140;Cedrus atlantica;4;5.00;14.90;;ptEP11;950;0
RAC_0950;914467.549135;6461141.569140;Cedrus atlantica;5;5.00;17.20;;pEP11;950;0
RAC_0950;914467.549135;6461141.569140;Cedrus atlantica;6;5.00;8.80;;ptEP11-DE11-hEP12;950;0
RBI_1070;942341.666916;6436395.975130;Picea abies;1;1.50;3.25;alnus CORDATA;NA;1070;0
RBI_1070;942341.666916;6436395.975130;Populus tremula;2;1.50;13.30;;;1070;0
RBI_1070;942341.666916;6436395.975130;Corylus avellana;3;1.50;2.90;;;1070;0
RBI_1070;942341.666916;6436395.975130;Corylus avellana;4;1.50;2.33;;NA;1070;0
RBI_1070;942341.666916;6436395.975130;Corylus avellana;5;1.50;4.40;;NA;1070;0
RBI_1070;942341.666916;6436395.975130;Corylus avellana;6;1.50;3.30;;NA;1070;0
RBI_1070;942341.666916;6436395.975130;Corylus avellana;7;1.50;4.40;;;1070;0
RBI_1070;942341.666916;6436395.975130;Corylus avellana;8;1.50;4.20;;;1070;0
RBI_1070;942341.666916;6436395.975130;Picea abies;9;1.50;2.21;c̩p̩e moribond;;1070;0
RBI_1070;942341.666916;6436395.975130;Acer pseudoplatanus;10;1.50;2.00;c̩p̩e moribond;;1070;0
RBI_1070;942341.666916;6436395.975130;Fraxinus excelsior;11;1.50;2.40;c̩p̩e moribond;;1070;0
RBI_1070;942341.666916;6436395.975130;Acer pseudoplatanus;12;1.50;2.00;c̩p̩e moribond;;1070;0
RBI_1070;942341.666916;6436395.975130;Corylus avellana;13;1.50;0.80;c̩p̩e moribond;;1070;0
RBI_1070;942341.666916;6436395.975130;Corylus avellana;14;1.50;1.60;c̩p̩e moribond;;1070;0
RBI_1070;942341.666916;6436395.975130;Corylus avellana;15;1.50;1.40;;;1070;0
RBI_1070;942341.666916;6436395.975130;Corylus avellana;16;1.50;1.40;;;1070;0
RBI_1070;942341.666916;6436395.975130;Fraxinus excelsior;17;1.50;1.60;;;1070;0
RBI_1070;942341.666916;6436395.975130;Fraxinus excelsior;18;1.50;7.10;;;1070;0
RBI_1070;942341.666916;6436395.975130;Corylus avellana;19;1.50;0.60;c̩p̩e moribond;;1070;0
RBI_1070;942341.666916;6436395.975130;Acer pseudoplatanus;20;1.50;3.60;c̩p̩e;;1070;0
RBI_1070;942341.666916;6436395.975130;Acer pseudoplatanus;21;1.50;3.70;c̩p̩e - fourche;;1070;0
RBI_1070;942341.666916;6436395.975130;Fraxinus excelsior;22;1.50;1.00;c̩p̩e - fourche;;1070;0
RBI_1070;942341.666916;6436395.975130;Acer pseudoplatanus;23;1.50;25.50;moribond;;1070;0
RBI_1070;942341.666916;6436395.975130;Fraxinus excelsior;24;1.50;4.40;;;1070;0
RBI_1070;942341.666916;6436395.975130;Fraxinus excelsior;25;1.50;3.40;;;1070;0
RBI_1070;942341.666916;6436395.975130;Acer pseudoplatanus;26;1.50;0.76;;;1070;0
RBI_1070;942341.666916;6436395.975130;Acer pseudoplatanus;27;1.50;2.14;;;1070;0
RBI_1070;942341.666916;6436395.975130;Corylus avellana;28;1.50;5.50;moribond;;1070;0
RBI_1070;942341.666916;6436395.975130;Corylus avellana;29;1.50;5.60;;;1070;0
RBI_1070;942341.666916;6436395.975130;Corylus avellana;30;1.50;5.50;;;1070;0
RBI_1070;942341.666916;6436395.975130;Corylus avellana;31;1.50;5.80;moribond;;1070;0
RBI_1070;942341.666916;6436395.975130;Corylus avellana;32;1.50;3.24;;;1070;0
RBI_1070;942341.666916;6436395.975130;Corylus avellana;33;1.50;5.90;moribond;;1070;0
RBI_1070;942341.666916;6436395.975130;Corylus avellana;34;1.50;1.50;c̩p̩e;;1070;0
RBI_1070;942341.666916;6436395.975130;Corylus avellana;35;1.50;5.50;c̩p̩e;;1070;0
RBI_1070;942341.666916;6436395.975130;Corylus avellana;36;1.50;3.80;c̩p̩e;;1070;0
RBI_1070;942341.666916;6436395.975130;Corylus avellana;37;1.50;5.70;c̩p̩e moribond;;1070;0
RBI_1070;942341.666916;6436395.975130;Corylus avellana;38;1.50;2.50;c̩p̩e;;1070;0
RBI_1070;942341.666916;6436395.975130;Fraxinus excelsior;39;1.50;17.10;c̩p̩e;;1070;0
RBI_1070;942341.666916;6436395.975130;Fraxinus excelsior;40;1.50;12.20;c̩p̩e;;1070;0
RBI_1070;942341.666916;6436395.975130;Acer pseudoplatanus;41;1.50;4.70;c̩p̩e;;1070;0
RBI_1070;942341.666916;6436395.975130;Fraxinus excelsior;42;1.50;19.30;c̩p̩e;;1070;0
RBI_1070;942341.666916;6436395.975130;Fraxinus excelsior;43;1.50;18.00;c̩p̩e;;1070;0
RBI_1070;942341.666916;6436395.975130;Fraxinus excelsior;44;1.50;23.60;c̩p̩e;;1070;0
RBI_1070;942341.666916;6436395.975130;Fraxinus excelsior;45;1.50;2.36;;;1070;0
RBI_1070;942341.666916;6436395.975130;Fraxinus excelsior;46;1.50;2.47;;;1070;0
RBI_1070;942341.666916;6436395.975130;Fraxinus excelsior;47;1.50;7.00;;;1070;0
RBI_1070;942341.666916;6436395.975130;Corylus avellana;48;1.50;0.88;;;1070;0
RBI_1070;942341.666916;6436395.975130;Corylus avellana;49;1.50;3.90;;;1070;0
RBI_1070;942341.666916;6436395.975130;Corylus avellana;50;1.50;1.06;;;1070;0
RBI_1070;942341.666916;6436395.975130;Corylus avellana;51;1.50;3.00;moribond;;1070;0
RBI_1070;942341.666916;6436395.975130;Corylus avellana;52;1.50;2.50;;;1070;0
RBI_1070;942341.666916;6436395.975130;Fraxinus excelsior;53;1.50;1.72;;;1070;0
RBI_1070;942341.666916;6436395.975130;Fraxinus excelsior;54;1.50;2.40;c̩p̩e;;1070;0
RBI_1070;942341.666916;6436395.975130;Fraxinus excelsior;55;1.50;2.25;c̩p̩e;;1070;0
RBI_1070;942341.666916;6436395.975130;Corylus avellana;56;5.00;7.50;c̩p̩e;;1070;0
RBI_1070;942341.666916;6436395.975130;Acer pseudoplatanus;57;5.00;9.90;c̩p̩e;;1070;0
RBI_1070;942341.666916;6436395.975130;Betula pendula;58;5.00;22.90;c̩p̩e;;1070;0
RBI_1070;942341.666916;6436395.975130;Acer pseudoplatanus;59;5.00;8.50;moribond;;1070;0
RBI_1070;942341.666916;6436395.975130;Corylus avellana;60;5.00;8.00;moribond;;1070;0
RBI_1070;942341.666916;6436395.975130;Betula pendula;61;5.00;15.10;moribond;;1070;0
RBI_1070;942341.666916;6436395.975130;Betula pendula;62;5.00;32.00;;;1070;0
RBI_1070;942341.666916;6436395.975130;Fraxinus excelsior;63;15.00;38.00;;;1070;0
RBI_1070;942341.666916;6436395.975130;Betula pendula;64;15.00;30.10;�� voir si pubescent;;1070;0
RBI_1070;942341.666916;6436395.975130;Populus tremula;65;5.00;12.80;;;1070;0
RBI_1070;942341.666916;6436395.975130;Populus tremula;66;5.00;12.50;;;1070;0
RBI_1070;942341.666916;6436395.975130;Betula pendula;67;5.00;20.90;�� voir si pubescent;;1070;0
RBI_1070;942341.666916;6436395.975130;Sorbus aucuparia;68;5.00;9.80;�� voir si pubescent;;1070;0
RBI_1070;942341.666916;6436395.975130;Acer pseudoplatanus;69;5.00;8.20;;;1070;0
RBI_1070;942341.666916;6436395.975130;Fraxinus excelsior;70;5.00;10.40;�� voir si pubescent;;1070;0
RBI_1070;942341.666916;6436395.975130;Fraxinus excelsior;71;5.00;7.60;;;1070;0
RBI_1070;942341.666916;6436395.975130;Fraxinus excelsior;72;5.00;8.00;;;1070;0
RBI_1070;942341.666916;6436395.975130;Fraxinus excelsior;73;5.00;7.90;�� voir si pubescent;;1070;0
RBI_1070;942341.666916;6436395.975130;Fraxinus excelsior;74;5.00;7.50;cime cass̩e;;1070;0
RBI_1070;942341.666916;6436395.975130;aaa - En attente de d̩termination;;;;;;1070;0
RBI_1310;942026.736065;6435728.985050;Fraxinus excelsior;1;1.50;1.25;;;1310;0
RBI_1310;942026.736065;6435728.985050;Fraxinus excelsior;2;1.50;0.97;;;1310;0
RBI_1310;942026.736065;6435728.985050;Sorbus mougeotii;3;1.50;3.40;;;1310;0
RBI_1310;942026.736065;6435728.985050;Fraxinus excelsior;4;1.50;0.62;;;1310;0
RBI_1310;942026.736065;6435728.985050;Acer pseudoplatanus;5;1.50;22.10;;;1310;0
RBI_1310;942026.736065;6435728.985050;Fraxinus excelsior;6;1.50;1.15;;;1310;0
RBI_1310;942026.736065;6435728.985050;Fraxinus excelsior;7;1.50;4.10;;;1310;0
RBI_1310;942026.736065;6435728.985050;Fraxinus excelsior;8;1.50;2.70;;;1310;0
RBI_1310;942026.736065;6435728.985050;Fraxinus excelsior;9;1.50;2.10;;;1310;0
RBI_1310;942026.736065;6435728.985050;Fraxinus excelsior;10;1.50;12.60;;;1310;0
RBI_1310;942026.736065;6435728.985050;Fraxinus excelsior;11;1.50;4.60;;;1310;0
RBI_1310;942026.736065;6435728.985050;Salix caprea;12;1.50;7.20;;;1310;0
RBI_1310;942026.736065;6435728.985050;Salix caprea;13;5.00;8.40;;;1310;0
RBI_1310;942026.736065;6435728.985050;Salix caprea;14;1.50;7.80;;;1310;0
RBI_1310;942026.736065;6435728.985050;Salix caprea;15;1.50;6.00;;;1310;0
RBI_1310;942026.736065;6435728.985050;Sorbus mougeotii;16;1.50;7.90;;;1310;0
RBI_1310;942026.736065;6435728.985050;Picea abies;17;1.50;4.00;;;1310;0
RBI_1310;942026.736065;6435728.985050;Picea abies;18;1.50;4.50;c̩p̩e;;1310;0
RBI_1310;942026.736065;6435728.985050;Picea abies;19;1.50;16.00;c̩p̩e;;1310;0
RBI_1310;942026.736065;6435728.985050;Picea abies;20;1.50;3.30;c̩p̩e;;1310;0
RBI_1310;942026.736065;6435728.985050;Picea abies;21;1.50;34.60;c̩p̩e;;1310;0
RBI_1310;942026.736065;6435728.985050;Sorbus mougeotii;22;1.50;7.50;;;1310;0
RBI_1310;942026.736065;6435728.985050;Picea abies;23;5.00;16.50;;;1310;0
RBI_1310;942026.736065;6435728.985050;Picea abies;24;5.00;8.20;;;1310;0
RBI_1310;942026.736065;6435728.985050;Sorbus aucuparia;25;5.00;18.00;;;1310;0
RBI_1310;942026.736065;6435728.985050;Sorbus aucuparia;26;5.00;17.60;;;1310;0
RBI_1310;942026.736065;6435728.985050;Picea abies;27;5.00;15.30;;;1310;0
RBI_1310;942026.736065;6435728.985050;Sorbus aria;28;5.00;7.80;;;1310;0
RBI_1310;942026.736065;6435728.985050;Picea abies;29;15.00;70.00;;;1310;0
RBI_1310;942026.736065;6435728.985050;Sorbus aria;30;15.00;53.70;;;1310;0
RBI_1310;942026.736065;6435728.985050;Picea abies;31;15.00;38.00;jumeau  n�26;;1310;0
RBI_1310;942026.736065;6435728.985050;Sorbus aucuparia;32;5.00;10.90;jumeau  n�25;;1310;0
RBI_1310;942026.736065;6435728.985050;Sorbus aucuparia;33;5.00;9.10;;;1310;0
RBI_1310;942026.736065;6435728.985050;Picea abies;34;5.00;28.20;;;1310;0
RBI_1310;942026.736065;6435728.985050;Sorbus aucuparia;35;5.00;18.10;;;1310;0
RBI_1310;942026.736065;6435728.985050;Sorbus aucuparia;36;5.00;17.50;fourche;;1310;0
RBI_1310;942026.736065;6435728.985050;Acer pseudoplatanus;37;5.00;14.50;;;1310;0
RBI_1310;942026.736065;6435728.985050;Acer pseudoplatanus;38;5.00;20.70;jumeau n�33;;1310;0
RBI_1310;942026.736065;6435728.985050;Acer pseudoplatanus;39;5.00;26.30;jumeau n�32;;1310;0
RBI_1310;942026.736065;6435728.985050;Sorbus mougeotii;40;5.00;7.50;;;1310;0
RBI_1310;942026.736065;6435728.985050;Sorbus mougeotii;41;5.00;8.50;;;1310;0
RBI_1310;942026.736065;6435728.985050;Picea abies;42;15.00;41.20;;;1310;0
RBI_1310;942026.736065;6435728.985050;Picea abies;43;15.00;50.00;;;1310;0
RBI_1550;941646.057302;6434129.469050;Picea abies;1;1.50;11.10;c̩p̩e;;1550;0
RBI_1550;941646.057302;6434129.469050;Picea abies;2;1.50;15.30;;;1550;0
RBI_1550;941646.057302;6434129.469050;Picea abies;3;1.50;9.80;;;1550;0
RBI_1550;941646.057302;6434129.469050;Picea abies;4;1.50;3.40;;;1550;0
RBI_1550;941646.057302;6434129.469050;Picea abies;5;1.50;37.60;mesur̩ en-dessous de 1.30m;;1550;0
RBI_1550;941646.057302;6434129.469050;Picea abies;6;1.50;49.70;;;1550;0
RBI_1550;941646.057302;6434129.469050;Picea abies;7;5.00;16.80;;;1550;0
RBI_1550;941646.057302;6434129.469050;Picea abies;8;5.00;81.30;;;1550;0
RBI_1550;941646.057302;6434129.469050;Picea abies;9;5.00;64.20;;;1550;0
RBI_1550;941646.057302;6434129.469050;Picea abies;10;5.00;62.60;fourche �� 90cm avec n�37;;1550;0
RBI_1550;941646.057302;6434129.469050;Picea abies;11;5.00;107.20;jumeau avec n�50;;1550;0
RBI_1550;941646.057302;6434129.469050;Picea abies;12;5.00;19.50;;;1550;0
RBI_1550;941646.057302;6434129.469050;Picea abies;13;5.00;35.00;;;1550;0
RBI_1550;941646.057302;6434129.469050;Picea abies;14;5.00;10.40;;;1550;0
RBI_1550;941646.057302;6434129.469050;Picea abies;15;5.00;11.10;mesur̩ �� 1.50m (bosse);;1550;0
RBI_1550;941646.057302;6434129.469050;Picea abies;16;5.00;12.80;n�9 & 10 jumeaux;;1550;0
RBI_1550;941646.057302;6434129.469050;Picea abies;17;5.00;14.00;fourche �� ~1.80m;;1550;0
RBI_1550;941646.057302;6434129.469050;Picea abies;18;5.00;12.50;;;1550;0
RBI_1550;941646.057302;6434129.469050;Picea abies;19;5.00;12.70;;;1550;0
RBI_1550;941646.057302;6434129.469050;Picea abies;20;5.00;14.30;;;1550;0
RBI_1550;941646.057302;6434129.469050;Picea abies;21;5.00;8.70;;;1550;0
RBI_1550;941646.057302;6434129.469050;Picea abies;22;5.00;18.70;;;1550;0
RBI_1550;941646.057302;6434129.469050;Picea abies;23;5.00;10.90;;;1550;0
RBI_1550;941646.057302;6434129.469050;Picea abies;24;15.00;30.80;;;1550;0
RBI_1550;941646.057302;6434129.469050;Picea abies;25;15.00;77.30;;;1550;0
RBI_1550;941646.057302;6434129.469050;Picea abies;26;15.00;32.70;;;1550;0
RBI_1550;941646.057302;6434129.469050;Picea abies;27;15.00;43.80;;;1550;0
RBI_1550;941646.057302;6434129.469050;Picea abies;37;1.50;3.30;;;1550;0
RBI_1550;941646.057302;6434129.469050;Picea abies;38;5.00;7.50;;;1550;0
RBI_1550;941646.057302;6434129.469050;Picea abies;39;5.00;15.70;;;1550;0
